"region","region_survey","GFE_ID"
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",819
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",820
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",821
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",822
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",823
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2618
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",824
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",825
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",826
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",827
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",828
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",829
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",830
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",831
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",832
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",833
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",834
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",835
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",836
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",837
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",838
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",839
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",840
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",841
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",842
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",843
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",844
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",845
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",846
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",847
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",849
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",850
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",851
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",852
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",853
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",855
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",856
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",857
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",858
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",859
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",860
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",861
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",862
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",863
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",864
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",865
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",866
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",867
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",868
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",869
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",870
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",871
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",872
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",873
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",874
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",876
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",877
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",878
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",879
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",880
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",881
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",884
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",885
"Central Coast","Central Coast",1018
"Central Coast","Central Coast",1019
"Central Coast","Central Coast",1020
"Central Coast","Central Coast",1021
"Central Coast","Central Coast",1022
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1168
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1169
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1170
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1171
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1172
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1173
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1174
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1175
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1176
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1177
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1178
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1179
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1180
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1181
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1183
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1184
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1186
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1187
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1188
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1189
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1190
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1191
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1192
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1193
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1194
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1195
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1198
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1199
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1200
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1201
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1202
"Central Coast","Central Coast",937
"Central Coast","Central Coast",938
"Central Coast","Central Coast",939
"Central Coast","Central Coast",940
"Central Coast","Central Coast",941
"Central Coast","Central Coast",942
"Central Coast","Central Coast",945
"Central Coast","Central Coast",947
"Central Coast","Central Coast",948
"Central Coast","Central Coast",949
"Central Coast","Central Coast",950
"Central Coast","Central Coast",951
"Central Coast","Central Coast",952
"Central Coast","Central Coast",953
"Central Coast","Central Coast",955
"Central Coast","Central Coast",957
"Central Coast","Central Coast",958
"Central Coast","Central Coast",959
"Central Coast","Central Coast",960
"Central Coast","Central Coast",961
"Central Coast","Central Coast",962
"Central Coast","Central Coast",963
"Central Coast","Central Coast",964
"Central Coast","Central Coast",965
"Central Coast","Central Coast",966
"Central Coast","Central Coast",967
"Central Coast","Central Coast",968
"Central Coast","Central Coast",969
"Central Coast","Central Coast",971
"Central Coast","Central Coast",972
"Central Coast","Central Coast",973
"Central Coast","Central Coast",974
"Central Coast","Central Coast",975
"Central Coast","Central Coast",976
"Central Coast","Central Coast",977
"Central Coast","Central Coast",978
"Central Coast","Central Coast",979
"Central Coast","Central Coast",980
"Central Coast","Central Coast",981
"Central Coast","Central Coast",7990611
"Central Coast","Central Coast",983
"Central Coast","Central Coast",984
"Central Coast","Central Coast",985
"Central Coast","Central Coast",986
"Central Coast","Central Coast",987
"Central Coast","Central Coast",988
"Central Coast","Central Coast",989
"Central Coast","Central Coast",990
"Central Coast","Central Coast",991
"Central Coast","Central Coast",992
"Central Coast","Central Coast",993
"Central Coast","Central Coast",994
"Central Coast","Central Coast",995
"Central Coast","Central Coast",996
"Central Coast","Central Coast",997
"Central Coast","Central Coast",998
"Central Coast","Central Coast",999
"Central Coast","Central Coast",1000
"Central Coast","Central Coast",1001
"Central Coast","Central Coast",1002
"Central Coast","Central Coast",1003
"Central Coast","Central Coast",1004
"Central Coast","Central Coast",1005
"Central Coast","Central Coast",1006
"Central Coast","Central Coast",1007
"Central Coast","Central Coast",1008
"Central Coast","Central Coast",1009
"Central Coast","Central Coast",1010
"Central Coast","Central Coast",1011
"Central Coast","Central Coast",1012
"Central Coast","Central Coast",1013
"Central Coast","Central Coast",1014
"Central Coast","Central Coast",1015
"Central Coast","Central Coast",1016
"Central Coast","Central Coast",1017
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1163
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1164
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1165
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1166
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1302
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1303
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",7990617
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1305
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1306
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1308
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1310
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1311
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1312
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1314
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1315
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1316
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1317
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1318
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1319
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1320
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1321
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1322
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1323
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1324
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1325
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1326
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1327
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1328
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1329
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1330
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1203
"Central Coast","Central Coast",1071
"Central Coast","Central Coast",1072
"Central Coast","Central Coast",1073
"Central Coast","Central Coast",1075
"Central Coast","Central Coast",1076
"Central Coast","Central Coast",1077
"Central Coast","Central Coast",1080
"Central Coast","Central Coast",1081
"Central Coast","Central Coast",1082
"Central Coast","Central Coast",1083
"Central Coast","Central Coast",1084
"Central Coast","Central Coast",1085
"Central Coast","Central Coast",1086
"Central Coast","Central Coast",1087
"Central Coast","Central Coast",1088
"Central Coast","Central Coast",1089
"Central Coast","Central Coast",1090
"Central Coast","Central Coast",1091
"Central Coast","Central Coast",1093
"Central Coast","Central Coast",1094
"Central Coast","Central Coast",1095
"Central Coast","Central Coast",1096
"Central Coast","Central Coast",1097
"Skeena","Skeena",1098
"Skeena","Skeena",1099
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1100
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1101
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1102
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1104
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1105
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1106
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1108
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1109
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1110
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1111
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1112
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1115
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1117
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1119
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1120
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1121
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1123
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1124
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1125
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1126
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1127
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1128
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1129
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1130
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1131
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1132
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1133
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1134
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1135
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1136
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1137
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1138
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1139
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1140
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1141
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1143
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1144
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1145
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1146
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1147
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1148
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1149
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1151
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1153
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1154
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1155
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1156
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1157
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1158
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1159
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1160
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1162
"Haida Gwaii","Haida Gwaii",7990641
"Fraser","Fraser",2716
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2837
"Fraser","Fraser",59
"Fraser","Fraser",182
"Fraser","Fraser",52747
"Fraser","Fraser",52748
"Fraser","Fraser",189
"Fraser","Fraser",52749
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",55413
"Fraser","Fraser",2441
"Fraser","Fraser",55417
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",55420
"Central Coast","Central Coast",2252
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",57042
"Central Coast","Central Coast",2685
"Central Coast","Central Coast",2684
"Central Coast","Central Coast",3554
"Skeena","Skeena",2601
"Fraser","Fraser",2034
"Fraser","Fraser",2713
"Fraser","Fraser",1992
"Fraser","Fraser",293
"Fraser","Fraser",678
"Fraser","Fraser",2041
"Fraser","Vancouver Island & Mainland Inlets",681
"Fraser","Fraser",2476
"Fraser","Fraser",167
"Fraser","Fraser",1991
"Fraser","Fraser",142
"Fraser","Fraser",2636
"Fraser","Fraser",171
"Fraser","Fraser",284
"Skeena","Skeena",2711
"Fraser","Fraser",2460
"Skeena","Skeena",501254
"Skeena","Skeena",501255
"Skeena","Skeena",592
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",23735
"Transboundary","Transboundary",2324
"Transboundary","Transboundary",2203
"Transboundary","Transboundary",2118
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1212
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1264
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1266
"Central Coast","Central Coast",1957
"Fraser","Fraser",7990632
"Fraser","Fraser",2475
"Fraser","Fraser",2477
"Fraser","Fraser",2485
"Yukon","Yukon",2493
"Yukon","Yukon",2494
"Yukon","Yukon",2495
"Yukon","Yukon",2496
"Yukon","Yukon",2497
"Yukon","Yukon",2498
"Yukon","Yukon",2500
"Yukon","Yukon",2501
"Yukon","Yukon",2503
"Yukon","Yukon",2504
"Yukon","Yukon",2506
"Yukon","Yukon",2508
"Yukon","Yukon",2510
"Yukon","Yukon",2514
"Yukon","Yukon",2515
"Yukon","Yukon",2516
"Yukon","Yukon",2517
"Yukon","Yukon",2518
"Yukon","Yukon",2519
"Yukon","Yukon",2520
"Yukon","Yukon",2521
"Yukon","Yukon",2543
"Yukon","Yukon",2544
"Yukon","Yukon",2545
"Yukon","Yukon",2546
"Yukon","Yukon",2547
"Yukon","Yukon",2550
"Yukon","Yukon",2551
"Yukon","Yukon",2552
"Yukon","Yukon",2553
"Yukon","Yukon",2554
"Yukon","Yukon",2555
"Yukon","Yukon",2557
"Yukon","Yukon",2558
"Yukon","Yukon",2559
"Yukon","Yukon",2560
"Yukon","Yukon",2561
"Yukon","Yukon",2562
"Yukon","Yukon",2563
"Yukon","Yukon",2564
"Yukon","Yukon",2565
"Yukon","Yukon",2568
"Yukon","Yukon",2572
"Fraser","Fraser",2453
"Fraser","Fraser",2455
"Fraser","Fraser",2456
"Fraser","Fraser",2457
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2303
"Transboundary","Transboundary",2332
"Transboundary","Transboundary",2333
"Transboundary","Transboundary",2334
"Transboundary","Transboundary",2335
"Skeena","Skeena",2347
"Skeena","Skeena",2348
"Skeena","Skeena",2350
"Fraser","Fraser",2366
"Fraser","Fraser",2401
"Transboundary","Transboundary",2178
"Transboundary","Transboundary",2199
"Transboundary","Transboundary",2200
"Transboundary","Transboundary",2201
"Transboundary","Transboundary",2212
"Transboundary","Transboundary",2216
"Transboundary","Transboundary",2221
"Transboundary","Transboundary",2224
"Transboundary","Transboundary",2225
"Transboundary","Transboundary",2228
"Transboundary","Transboundary",2233
"Fraser","Fraser",2043
"Skeena","Skeena",2107
"Skeena","Skeena",2110
"Transboundary","Transboundary",2119
"Transboundary","Transboundary",2145
"Fraser","Fraser",299
"Fraser","Fraser",300
"Fraser","Fraser",305
"Fraser","Fraser",308
"Fraser","Fraser",309
"Fraser","Fraser",312
"Fraser","Fraser",316
"Fraser","Fraser",344
"Fraser","Fraser",294
"Fraser","Fraser",295
"Fraser","Fraser",296
"Fraser","Fraser",297
"Fraser","Fraser",298
"Fraser","Fraser",178
"Fraser","Fraser",198
"Fraser","Fraser",201
"Fraser","Fraser",211
"Fraser","Fraser",213
"Fraser","Fraser",214
"Fraser","Fraser",215
"Fraser","Fraser",216
"Fraser","Fraser",217
"Fraser","Fraser",218
"Fraser","Fraser",219
"Fraser","Fraser",220
"Fraser","Fraser",221
"Fraser","Fraser",225
"Fraser","Fraser",229
"Fraser","Fraser",232
"Fraser","Fraser",237
"Fraser","Fraser",240
"Fraser","Fraser",241
"Fraser","Fraser",249
"Fraser","Fraser",252
"Fraser","Fraser",254
"Fraser","Fraser",255
"Fraser","Fraser",257
"Fraser","Fraser",258
"Fraser","Fraser",262
"Fraser","Fraser",263
"Fraser","Fraser",264
"Fraser","Fraser",265
"Fraser","Fraser",266
"Fraser","Fraser",268
"Fraser","Fraser",269
"Fraser","Fraser",272
"Fraser","Fraser",278
"Fraser","Fraser",279
"Fraser","Fraser",281
"Fraser","Fraser",2454
"Fraser","Fraser",2462
"Fraser","Fraser",285
"Fraser","Fraser",286
"Fraser","Fraser",287
"Fraser","Fraser",288
"Fraser","Fraser",289
"Fraser","Fraser",2466
"Fraser","Fraser",290
"Fraser","Fraser",291
"Fraser","Fraser",173
"Fraser","Fraser",174
"Fraser","Fraser",175
"Fraser","Fraser",176
"Fraser","Fraser",125
"Fraser","Fraser",126
"Fraser","Fraser",129
"Fraser","Fraser",132
"Fraser","Fraser",133
"Fraser","Fraser",134
"Fraser","Fraser",138
"Fraser","Fraser",140
"Fraser","Fraser",2464
"Fraser","Fraser",143
"Fraser","Fraser",144
"Fraser","Fraser",145
"Fraser","Fraser",146
"Fraser","Fraser",147
"Fraser","Fraser",148
"Fraser","Fraser",149
"Fraser","Fraser",150
"Fraser","Fraser",151
"Fraser","Fraser",152
"Fraser","Fraser",153
"Fraser","Fraser",154
"Fraser","Fraser",155
"Fraser","Fraser",156
"Fraser","Fraser",157
"Fraser","Fraser",158
"Fraser","Fraser",159
"Fraser","Fraser",160
"Fraser","Fraser",161
"Fraser","Fraser",162
"Fraser","Fraser",163
"Fraser","Fraser",164
"Fraser","Fraser",165
"Fraser","Fraser",166
"Fraser","Fraser",168
"Fraser","Fraser",169
"Fraser","Fraser",172
"Skeena","Skeena",489
"Skeena","Skeena",496
"Skeena","Skeena",497
"Skeena","Skeena",498
"Skeena","Skeena",501
"Skeena","Skeena",503
"Skeena","Skeena",506
"Skeena","Skeena",507
"Skeena","Skeena",517
"Skeena","Skeena",518
"Skeena","Skeena",522
"Skeena","Skeena",524
"Skeena","Skeena",526
"Skeena","Skeena",527
"Skeena","Skeena",530
"Skeena","Skeena",531
"Skeena","Skeena",534
"Skeena","Skeena",535
"Skeena","Skeena",536
"Skeena","Skeena",540
"Skeena","Skeena",541
"Skeena","Skeena",543
"Skeena","Skeena",620
"Skeena","Skeena",621
"Skeena","Skeena",622
"Skeena","Skeena",625
"Skeena","Skeena",627
"Nass","Nass",640
"Nass","Nass",656
"Nass","Nass",657
"Nass","Nass",659
"Nass","Nass",660
"Nass","Nass",662
"Nass","Nass",663
"Nass","Nass",664
"Nass","Nass",7990598
"Nass","Nass",667
"Nass","Nass",7990602
"Nass","Nass",670
"Nass","Nass",671
"Nass","Nass",7990604
"Skeena","Skeena",472
"Skeena","Skeena",550
"Skeena","Skeena",556
"Skeena","Skeena",561
"Skeena","Skeena",563
"Skeena","Skeena",564
"Skeena","Skeena",565
"Skeena","Skeena",585
"Skeena","Skeena",586
"Skeena","Skeena",587
"Skeena","Skeena",594
"Skeena","Skeena",595
"Skeena","Skeena",596
"Central Coast","Central Coast",943
"Central Coast","Central Coast",944
"Central Coast","Central Coast",946
"Central Coast","Central Coast",970
"Central Coast","Central Coast",1074
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1122
"Fraser","Fraser",677
"Fraser","Fraser",236
"Fraser","Fraser",239
"Fraser","Fraser",2373
"Fraser","Fraser",2388
"Fraser","Fraser",64739
"Columbia","Columbia",442
"Fraser","Fraser",253
"Fraser","Fraser",170
"Fraser","Fraser",2395
"Fraser","Fraser",2380
"Fraser","Fraser",2369
"Fraser","Fraser",2394
"Fraser","Fraser",292
"Fraser","Vancouver Island & Mainland Inlets",680
"Fraser","Fraser",99
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2619
"Fraser","Fraser",250
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2635
"Haida Gwaii","Haida Gwaii",3545
"Nass","Nass",3548
"Central Coast","Central Coast",3552
"Fraser","Fraser",2744
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2614
"Fraser","Fraser",2741
"Fraser","Fraser",2740
"Fraser","Fraser",3542
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2752
"Central Coast","Central Coast",2243
"Central Coast","Central Coast",2273
"Central Coast","Central Coast",2676
"Central Coast","Central Coast",2677
"Central Coast","Central Coast",2678
"Central Coast","Central Coast",2680
"Central Coast","Central Coast",2682
"Central Coast","Central Coast",3455
"Central Coast","Central Coast",2769
"Central Coast","Central Coast",2240
"Skeena","Skeena",2798
"Skeena","Skeena",2799
"Fraser","Fraser",2745
"Skeena","Skeena",2833
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2637
"Central Coast","Central Coast",2747
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2009
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2006
"Skeena","Skeena",11573
"Fraser","Fraser",17214
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1214
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1218
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1229
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1230
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1233
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1236
"Haida Gwaii","Haida Gwaii",1556
"Haida Gwaii","Haida Gwaii",1574
"Haida Gwaii","Haida Gwaii",1576
"Haida Gwaii","Haida Gwaii",1580
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1346
"Haida Gwaii","Haida Gwaii",1541
"Haida Gwaii","Haida Gwaii",1542
"Haida Gwaii","Haida Gwaii",1689
"Haida Gwaii","Haida Gwaii",1691
"Haida Gwaii","Haida Gwaii",1696
"Haida Gwaii","Haida Gwaii",1698
"Haida Gwaii","Haida Gwaii",7990619
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1472
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1488
"Haida Gwaii","Haida Gwaii",1495
"Haida Gwaii","Haida Gwaii",1498
"Haida Gwaii","Haida Gwaii",1499
"Haida Gwaii","Haida Gwaii",1500
"Haida Gwaii","Haida Gwaii",1501
"Haida Gwaii","Haida Gwaii",1503
"Haida Gwaii","Haida Gwaii",1510
